post_number,post_id,created_at,topic_id,reply_count,reads,readers_count,incoming_link_count,quote_count,like_count,score,reply_to_post_id,source_username,target_username,text
1,67985,2019-12-29T12:06:06.712Z,12271,0,9,8,6,0,0,61.8,67985,anon2014589916,anon2014589916,"<image here> 
 

<image here> 
 

<image here> 
 

<image here> 
 

<image here> 
 

30 listopada 2019 roku w nowo powstałym warszawskim miejscu No Problem odbyło się wydarzenie ""Mój kraj taki piękny"" podsumowujące pierwszą część badań projektu Wellbeing in Poland.

Organizując wydarzenie wspólnie z @anon

Istotny był też wybór miejsca: chciałyśmy zorganizować inkluzywne, dostępne i włączające spotkanie w miejscu, które cieszy się duża popularnością, a jednocześnie jest zbieżne z wyznawanymi przez nas ideami równości, poszanowania praw ludzi i zwierząt, less waste. No Problem idealnie wpisało się w powyższe założenia: nowo powstałe miejsce w ścisłym centrum Warszawy to restauracja z roślinną kuchnią, a także swego rodzaju nieoficjalne centrum kulturalne, w którym odbywają się wydarzenia związane z aktywizmem, ruchami zero waste, benefitowe imprezy, projekcje filmów i inne. Współpraca z No Problem okazała się doskonałym wyborem - właściciele wynajęli nam przestrzeń bezkosztowo, dzięki czemu mogłyśmy zamówić wegański catering dla uczestniczek i uczestników spotkania.

Program spotkania ulegał wielu modyfikacjom: pierwotny plan zakładał zaproszenie 3 aktywistów/aktywistek i poruszenie tematów związanych z mieszkalnictwem, prawami pracowniczymi orz prawami kobiet. Ostatecznie udało nam się zaprosić 4 gości-prelegentow, a ponadto wyświetlić dwa filmy oraz zaprosić reżysera jednego z nich na krótkie spotkanie.

Spotkanie rozpoczęło się o godzinie 14:00 projekcja filmu ""Strajk kobiet trwa"" w reż. Inicjatywy Pracowniczej. Film jest dokumentem ukazującym walkę o prawa kobiet w Polsce zapoczątkowaną przez pracownice poznańskich żłobków w 2011. Pierwszym panelista po projekcji był, nie przez przypadek, działacz inicjatywy pracowniczej Grzegorz Kubarczyk, który przybliżył uczestnikom i uczestniczkom tematykę związana z prawami pracowniczymi w Polsce, a także odpowiedział na pytania związane z powstaniem filmu. 
Kolejnym gościem był znany warszawski aktywista anon2635169776 Śpiewak, który wygłosił wykład dotyczący systemu sądowniczego w Polsce oraz kwestii związanych z dziką reprywatyzacja w stolicy oraz nadużyć systemu sądowniczego. Wystąpienie anon2635169776a Śpiewaka zgromadziło największą publiczność podczas całego wydarzenia. 
Znana z prowadzenia popularnego na Instagramie profilu Ciałopozytyw Kaya Szulczewska przygotowała dla uczestników i uczestniczek spotkania prezentację dotyczącą problematyki kobiecej w kontekście służby zdrowia w Polsce: głównymi tematami był dostęp do aborcji i antykoncepcji, standardy okołoporodowe oraz szerokopojęta problematyka związana z ciałem i cielesnością również w kontekście ochrony zdrowia. 
Ostatnim panelistą był Robert Nowak, niezależny działacz związany z ruchami anarchistycznymi i squaterskimi, współautor książki ""Wszystkich nas nie spalicie"".  Robert opowiadał o historii oddolnych ruchów lokatorskich w Warszawie, sprawie Jolanty Brzeskiej oraz protestach inicjowanych przez niezależnych działaczy.
Spotkanie zwieńczone zostało projekcja filmu, od którego zaczerpnięta została nazwa całego wydarzenia: ""Mój kraj taki piękny"". Film opowiadał o ruchach narodowych i nacjonalistycznych, które rosna w sile w Polsce, a także o reakcji władz na ich powstawanie. Po projekcji publiczność anon1399613397ła możliwość porozmawiać z reżyserem Grzegorzem Paprzyckim i zadać mu pytania dotyczące tego trudnego reporterskiego zadania jakim bez wątpienia była realizacja tego rodzaju materiału filmowego.

Zorganizowane spotkanie okazało się sukcesem: w wydarzeniu w Warszawie wzięło udział ok. 50 osób (część z nich brała udział w pojedynczych panelach lub projekcjach), uruchomiona została rejestracja, z której skorzystało ok. 30 osób. Strzałem w dziesiątkę okazał się też dobór panelistów i panelistek: od oddolnych działaczy związanych z ruchami anarchistycznymi, przez rozpoznawanych aktywistów i publicystów oraz działaczki internetowe po filmowych reżyserów. Paneliści i panelistki również podzielili się swoimi przemyśleniami dotyczącymi życia w Polsce na platformie Edgeryders. 
Organizacja wydarzenia nie byłaby również możliwa bez wsparcia No Problem i świetnej opieki ze strony pracowników lokalu."
2,68124,2020-01-03T11:02:22.740Z,12271,1,5,4,1,0,0,41.0,67985,anon1692224518,anon2014589916,"Moje trzy grosze na temat spotkania - tak samo zadowolona jestem z jego przebiegu i różnorodności tematów (jedyna rzecz to pewnie układ i może Kaja powinna zacząć lub kończyć, żeby nie przerywać ciągu dość spójnych wypowiedzi - no i więcej kobiet, ale to nasza wina). 

Świetnie współpracowało nam się z No Problem, po prostu zgodnie z nazwą, żadnych problemów. Tematyka mieszkaniowa, która pokrywa się z jednym z głównych wątków w czeskim forum POPrebel, okazuje się angażującym problemem, który pokazuje inne bolączki i problemy Polski, ale też neoliberalnych kapitalistycznych państw, w których propaganda zaradnej jednostki coraz bardziej zaprzecza rzeczywistości - minimalna płaca nie rośnie ani proporcjonalnie do kosztów życia, ani nawet do rosnącego bogactwa państw, czy raczej korporacji. Świat się bogaci, za to żadne trickle down nie następuje, i raczej nie możemy na to liczyć w obecnym kształcie - Jak @anon2635169776_Spiewak zaznaczał, to jest totalitaryzm neoliberalny, w którym zarówno procedury demokratyczne, jak i państwo prawa, nie istnieją. 

Chciałabym teraz poeksplorować mozliwości stworzenia solidarności międzynarodowej w tych obszarach - @anon3699376315 jest aktywistą z powiązaniami z ruchem lokatorskim w Brnie. Może byłaby jakaś szansa zorganizowania spotkania albo międzynarodowej akcji w tym zakresie? Mamy też @anon2631948662 (Roberta), @anon165009450 @anon1775775286 i kilka innych osób zaangażowanych w sprawę na platformie - co myślicie?"
3,68188,2020-01-05T12:46:28.854Z,12271,0,4,3,1,0,0,5.8,68124,anon165009450,anon1692224518,"Hej, 

zawsze warto kontynuować wątek mieszkaniowy, bo jest złożony, najbliższy ludziom i najbardziej pomijany przez polityków. Teraz wypływa jako narzędzie propagandowe. Chętnie wezmę udział w burzy myśli, podrzucę nazwiska albo kontakty, ale poza tym niewiele mogę zrobić. Nie ma mnie od pół roku w Polsce i nie jestem na bieżącą. Michał jest na pewno bardziej zorientowany co teraz jest na tapecie. 

Gratuluję spotkania!"
4,68969,2020-01-20T11:57:21.716Z,12271,0,4,3,1,0,0,5.8,67985,anon579509294,anon2014589916,"Thanks for reporting @anon2014589916, and I'm sorry we didn't have time to keep closer together during the past months. I was busy helping organise the workshops in Serbia! 

Is there anything that you would like to pursue this year: or any connections/collaborations that were made between participants that could be supported by this project, as we move forward? 
I like @anon

Happy to incorporate the proposals as we plan Wellbeing in Europe in 2020, and serve initiatives from the community!"
1,68251,2020-01-06T15:32:53.888Z,12305,0,7,6,5,0,0,26.4,68251,anon1692224518,anon1692224518,"Hej hej,

Witam was wszystkich w nowym roku i nowej dekadzie, mam nadzieję, pełnych energii, optymizmu i planów na nadchodzące lata. 

Chciałabym podzielić się z wami dobrymi wieściami - zdążyliśmy jeszcze w 2019 roku przyznać ostatnią obiecaną w polskiej społeczności nagrodę, która powędrowała do @anon147618594 - i dołączył on tym samym do zacnego grona kobiet, jakie dostały nagrody wcześniej: @anon2112802307 i @anon3898141361.

Dlaczego wybraliśmy anon147618594? Jak mało kto, włożył on czas i energię w rozmowę z różnymi osobami dzielącymi się swoimi historiami na platformie. Założeniem tej nagrody było znalezienie osób, które nie tylko napiszą coś o sobie, ale staną się częścią społeczności i pomogą nam lepiej zrozumieć polskie realia. Jako lewaczka, mam swoje ograniczenia i filtry, więc tym bardziej ucieszyłam się z możliwości wejścia w dialog z kimś, kto nie podziela moich poglądów, ale potrafi z szacunkiem, merytorycznie dyskutować o kwestiach politycznych i światopoglądowych. Nauka dialogu ponad podziałami jest niezwykle trudna, ale to jedna z umiejętności, które jako społeczeństwa, i ludzkość w ogóle, musimy nieustannie rozwijać i szlifować. 

Marzenie to jest wyraźne w wielu historiach, które nam opowiedzieliście na edgeryders - chcemy umieć ze sobą być. Tylko jak?"
2,68308,2020-01-07T11:33:47.765Z,12305,1,6,5,1,0,0,41.2,68251,anon147618594,anon1692224518,"Dziękuję za wyróżnienie. Było mi naprawdę fajnie móc poczytać i popisać tutaj nieco. Mogłem przyjrzeć się innym punktom widzenia, ale w wielu historiach widziałem samego siebie, a przynajmniej cząstki życia mojego i moich bliskich. Czasem mogło mi się podnieść nieco ciśnienie, kiedy widziałem wpisy z tzw. ""lewackiej"" strony (kurczeta jak ja nie lubię tego określenie), ale o to właśnie przecież w tym chodziło, żeby móc wejść w dyskurs z kims o odmiennych poglądach :) Była to zacna przygoda. Dziękuję!"
3,68958,2020-01-20T10:49:47.329Z,12305,1,5,4,1,0,0,11.0,68308,anon579509294,anon147618594,"Hi anon147618594, congratulations from me too, I only regret not having been able to read everything and interact in Polish,

Would it be OK with you if we invite you to an community call with others who are active in Wellbeing in Europe across the different countries? The call should happen ealry February, but I will get back to you.

Thank you again, great great contributions!"
4,68961,2020-01-20T11:14:07.536Z,12305,1,5,4,1,0,0,26.0,68958,anon147618594,anon579509294,"Thank you a lot. 
Actually, I don't know what ""community call"" is,  but yeah, I think, I could be ""in"" :slight_smile:
Greets"
5,68964,2020-01-20T11:17:57.154Z,12305,0,5,4,1,0,0,21.0,68961,anon579509294,anon147618594,"Like a community meeting - but online because we are in different countries. We normally use zoom (a tool like skype) and we announce it ahead of time and we open the meeting to those in the community who wish to join. It will have an agenda so you will be able to see if it interests you! 
I will message you directly with info, so no worries! Thanks!"
1,68849,2020-01-17T02:20:11.943Z,12421,0,9,8,7,0,0,66.8,68849,anon1530756637,anon1530756637,"Pozdrav svima,

Eto otisao sam na sajam stvaralastva, zato sto sam totalno geek za te stvari ali i da pokupim najbolje prakse i upoznam moguce partnere za ***Centar za inovacije u Beceju***.

Bilo je svega, od robotike, elektronike, fotonike, sivenja, slikanja do vajanja, DIY (sastavite sami) sistema, rada sa porcelanom, staklom, drvetom itd...

Popricao sam sa vise organizacija. Kad cuju da radimo na osnivanju centra u kom ce djeca moci dobiti nova znanja u neformalnom okruzenju, kroz eksperimentisanje i igru - mnoge su zainteresovane za saradnju. Pogotovo nevladine organizacije i ustanove koje se bave obrazovanjem. Vecina univerziteta u Belgiji imaju udruzenja koja se bave promocijom odredjenih profesija kod mladjih.

Na primjer http://b-photonics.eu/en/ , koji promovisu fotoniku kod mladih. Imaju zanimljivu igru koju mladi sami sastave a pravila igre su ta da moraju na razne nacine da dovedu lasersku zraku od figure koja ga ispaljuje do mete.
Primjer ovdje:
<image here> 
 
Kao sto vidite svi dijelovi su uradjeni u nekom programu za 3D modeliranje pa napravljeni laserskim sjecenjem.
Ja mislim da bi mogli koristiti u startu takvih nekoliko kompleta pa onda praviti nase verzije...granica je samo nasa kreativnost.

<image here> 
 

ARDLAB iz Genta su takodje bili zainteresovani, oni naravno koriste Arduino a to je vec dobro poznato Becejcima iz Tehnicke skole.

Arduino je odlican pocetak za osnove kodiranja i robotiku a i jako je zabavno.

<image here> 


 Takodje   XXXXX rade vrlo zanimljivu stvar, koriste specificne boje i prave torbe sa odredjenim materijalima da bi bilo ko mogao da nacrta ili napise sto zeli i to postaje trajno na njihovoj torbi. Njihovih par stolova su non stop bili puni kad sam prolazio :slight_smile: 
Primjer ovdje:
<image here> 
 

Sve slike su, naravno, uradjene uz dozvolu osoba ciji je stand ili koje su na slikama.

Takodje sam upoznao ljude koji imaju izuzetnu radionicu i koje cu posjetiti u februaru. Rade razne programe edukacije i imaju interesantan biznis model. Interesuje me kako je moguce nabaviti kvalitetne masine za ne tako velike pare, rekli su mi da se cesto uzmu masine pa poprave od fabrika kojima se vise isplati mijenjati nego popravljati.
<image here> 
 
Evo za kraj jos koja slika, mada tu je bilo toliko toga da nema smisla da sve stavljam ovdje u jedan post.
<image here> 
 

@anon2655432652 Sta kazes, jesi istrazivao nekad fotoniku?

@anon3907669803 Mogli bi, u okviru onog tvog predloga, na ovaj nacin raditi i kostime za pozorisne predstave?  Kao sto ovi rade torbe. Imam kontakt pa mogu pitati, ne sjecam se ali mislim da mi je zena rekla da se moze raditi sa trajnom ili privremenom bojom...sto je kul posto se onda mogu koristiti isti komadi odjece ili platna generalno za razlicite stvari."
1,68819,2020-01-16T11:59:39.569Z,12415,0,6,5,6,0,0,46.2,68819,anon2087952815,anon2087952815,"Jestem aktywistką na rzecz zwierząt, ale im dłużej obserwuję działania różnych grup, tym bardziej utwierdzam się w przekonaniu, że nie zależnie od organizacji i obszaru naszych aktywności, wszyscy walczymy z tym samym przeciwnikiem. Zanon1399613397ny globalne przynoszą poruszenie na naszych podwórkach. W Polsce posodobnie jak na całym świecie, w ciągu ostatnich kilku lat mamy do czynienia z dużą ewolucją w sposobie myślenia o zwierzętach. Przyczyn takiego stanu rzeczy jest wiele, natoanon1399613397st sprzyjająca ""koniunktura"" pozwala na jeszcze bardziej sktueczne działania. Chcąc to wykorzystać, wraz z grupą znajomych aktywistek i aktywistów założyliśmy 9 lat temu inicjatywę Basta! Na codzień zajmujemy się rozpowszechnianiem informacji na temat zwierztąt i promocją wegańskiego styu życia.W zakres naszych działań wchodzi zarówno organizacja i prowadzenie różnych wydarzeń, warsztatów, pokazów, ale też edukacja, protesty, lobbying i czy dokumentacja w formie śledztw. Bardzo nas cieszy, że powoli status zwierząt zmienia się, niestety inaczej wygląda to w polityce, która reprezentuje interesy wielkich firm i producentów. To właśnie tutaj zaczyna się nierówna walka. Obserwując jej mechanizmy, widzimy, że jest to dokładnie ten sam przeciwnik, z kórym mierzą się inne ruchy jak np. lokatorski, klimatyczny, feministyczny czy lgbt. Dlatego w naszych działaniach nigdy nie zapominamy o innych ""wykluczonych"". Tak jak grupa osób lgbt popierająca górników za czasów reform Margaret Thatcher, musimy solidaryzować się i wspierać nawzajem, czego życzę sobie i wszystkim działającym!"
